Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
BooreEtAl1993GSCBest,BooreEtAl1993GSCBest,1993,Active Shallow Crust,rjb,mag,,PGA SA,Total,Bo1993GSCBest,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Western Canada National Seismic Hazard Model. The class implements the model of David M. Boore, William B. Joyner, and Thomas E. Fumal (""Estimation of Response Spectra and Peak Accelerations from Western North American Earthquakes: An Interim Report"", 1993, U.S. Geological Survey, Open File Report 93-509). Equation coefficients provided by GSC for the random horizontal component and corresponding to the 'Best' case (that is mean unaffected)"
BooreEtAl1993GSCLowerLimit,BooreEtAl1993GSCLowerLimit,1993,Active Shallow Crust,rjb,mag,,PGA SA,Total,Bo1993GSCLowerLimit,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Western Canada National Seismic Hazard Model. The class implements the model of David M. Boore, William B. Joyner, and Thomas E. Fumal (""Estimation of Response Spectra and Peak Accelerations from Western North American Earthquakes: An Interim Report"", 1993, U.S. Geological Survey, Open File Report 93-509). Equation coefficients provided by GSC for the random horizontal component and corresponding to the 'Lower Limit' case (that is mean value - 0.7 nat log)"
BooreEtAl1993GSCUpperLimit,BooreEtAl1993GSCUpperLimit,1993,Active Shallow Crust,rjb,mag,,PGA SA,Total,Bo1993GSCUpperLimit,"Implement equation used by the Geological Survey of Canada (GSC) for the 2010 Western Canada National Seismic Hazard Model. The class implements the model of David M. Boore, William B. Joyner, and Thomas E. Fumal (""Estimation of Response Spectra and Peak Accelerations from Western North American Earthquakes: An Interim Report"", 1993, U.S. Geological Survey, Open File Report 93-509). Equation coefficients provided by GSC for the random horizontal component and corresponding to the 'Upper Limit' case (that is mean value + 0.7 nat log)"
BooreEtAl1997ArbitraryHorizontal,BooreEtAl1997ArbitraryHorizontal,1997,Active Shallow Crust,rjb,mag rake,vs30,PGA SA,Inter event Intra event Total,Bo1997ArbitraryHorizontal,"Returns the ground motion values for the arbitrary horizontal component, rather than the geometric mean. This version includes the corrected intra-event terms, as defined in an erratum to the original paper: Boore, DM (2005). ""Erratum: Equations for Estimating Horizontal Response Spectra and Peak Acceleration from Western North American Earthquakes: A Summary of Recent Work."" Seismological Research Letters, 76(3), 368-369"
BooreEtAl1997ArbitraryHorizontalUnspecified,BooreEtAl1997ArbitraryHorizontalUnspecified,1997,Active Shallow Crust,rjb,mag,vs30,PGA SA,Inter event Intra event Total,Bo1997ArbitraryHorizontalUnspecified,"As for the :class:'BooreEtAl1997Arbitrary', here defined for the case when the style of faulting is not specified"
BooreEtAl1997GeometricMean,BooreEtAl1997GeometricMean,1997,Active Shallow Crust,rjb,mag rake,vs30,PGA SA,Inter event Intra event Total,Bo1997GeometricMean,"Implements GMPE developed by David M. Boore and William B. Joyner and Thomas E. Fumal (1997). ""Equations for Estimating Horizontal Response Spectra and Peak Acceleration form Western North American Earthquakes: A Summary of Recent Work"". Seismological Research Letters. 68(1). 128 - 153"
BooreEtAl1997GeometricMeanUnspecified,BooreEtAl1997GeometricMeanUnspecified,1997,Active Shallow Crust,rjb,mag,vs30,PGA SA,Inter event Intra event Total,Bo1997GeometricMeanUnspecified,"Where the faulting mechanism need not be specified it is preferable to use this instance of the Boore et al (1997) GMPE, which omits the need for rake to be defined."
BooreEtAl2014,BooreEtAl2014,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014,"Implements GMPE developed by David M. Boore, Jonathan P. Stewart, Emel Seyhan and Gail Atkinson, and published as ""NGA-West2 Equations for Predicting PGA, PGV, nd 5 % Damped PGA for Shallow Crustal Earthquakes (2014, Earthquake Spectra, Volume 30, No. 3, pages 1057 - 1085)."
BooreEtAl2014CaliforniaBasin,BooreEtAl2014CaliforniaBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014CaliforniaBasin,
BooreEtAl2014CaliforniaBasinNoSOF,BooreEtAl2014CaliforniaBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014CaliforniaBasinNoSOF,
BooreEtAl2014HighQ,BooreEtAl2014HighQ,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014HighQ,"This class implements the Boore et al. (2014) model considering the correction to the path scaling term for High Q regions (e.g. China and Turkey) The modification is made to the ""Dc3"" coefficient"
BooreEtAl2014HighQCaliforniaBasin,BooreEtAl2014HighQCaliforniaBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014HighQCaliforniaBasin,
BooreEtAl2014HighQCaliforniaBasinNoSOF,BooreEtAl2014HighQCaliforniaBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014HighQCaliforniaBasinNoSOF,
BooreEtAl2014HighQJapanBasin,BooreEtAl2014HighQJapanBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014HighQJapanBasin,
BooreEtAl2014HighQJapanBasinNoSOF,BooreEtAl2014HighQJapanBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014HighQJapanBasinNoSOF,
BooreEtAl2014HighQNoSOF,BooreEtAl2014HighQNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014HighQNoSOF,
BooreEtAl2014JapanBasin,BooreEtAl2014JapanBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014JapanBasin,
BooreEtAl2014JapanBasinNoSOF,BooreEtAl2014JapanBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014JapanBasinNoSOF,
BooreEtAl2014LowQ,BooreEtAl2014LowQ,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014LowQ,"This class implements the Boore et al. (2014) model considering the correction to the path scaling term for Low Q regions (e.g. Italy and Japan) The modification is made to the ""Dc3"" coefficient"
BooreEtAl2014LowQArmenia,BooreEtAl2014LowQArmenia,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014LowQArmenia,Adjustment of Boore et al for Low Q regions - adjusted for Armenian data
BooreEtAl2014LowQCaliforniaBasin,BooreEtAl2014LowQCaliforniaBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014LowQCaliforniaBasin,
BooreEtAl2014LowQCaliforniaBasinNoSOF,BooreEtAl2014LowQCaliforniaBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014LowQCaliforniaBasinNoSOF,
BooreEtAl2014LowQJapanBasin,BooreEtAl2014LowQJapanBasin,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014LowQJapanBasin,
BooreEtAl2014LowQJapanBasinNoSOF,BooreEtAl2014LowQJapanBasinNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30 z1pt0,PGA PGV SA,Inter event Intra event Total,Bo2014LowQJapanBasinNoSOF,
BooreEtAl2014LowQNoSOF,BooreEtAl2014LowQNoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014LowQNoSOF,
BooreEtAl2014NSHMPLower,BooreEtAl2014NSHMPLower,2014,Active Shallow Crust,rjb rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014NSHMPLower,
BooreEtAl2014NSHMPMean,BooreEtAl2014NSHMPMean,2014,Active Shallow Crust,rjb rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014NSHMPMean,
BooreEtAl2014NSHMPUpper,BooreEtAl2014NSHMPUpper,2014,Active Shallow Crust,rjb rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014NSHMPUpper,
BooreEtAl2014NoSOF,BooreEtAl2014NoSOF,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2014NoSOF,
BooreEtAl2020,BooreEtAl2020,2020,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Bo2020,"Implements GMPE developed by David M. Boore, Jonathan P. Stewart, Andreas A. Skarlatoudis,Emel Seyhan, Basil Margaris, Nikos Theodoulidis,Emmanuel Scordilis, Ioannis Kalogeras,Nikolaos Klimis, and Nikolaos S. Melis, and published as ""Ground-Motion Prediction Model for Shallow Crustal Earthquakes in Greece (2020, BSSA, ). implemented by thimios.sokos@upatras.gr & laurentiu.danciu@sed.ethz.ch"
BoraEtAl2019,BoraEtAl2019,2019,Active Shallow Crust,rrup,mag,vs30,FAS,Inter event Intra event Total,Bo2019,"Implements the Fourier amplitude spectra model proposed by Bora et al., 2019 as described in Bora, S.S., Cotton, F., & Scherbaum, F. (2019). NGA-West2 empirical Fourier and duration models to generate adjustable response spectra.  Earthquake Spectra, 35(1), 61-93."
BoraEtAl2019Drvt,BoraEtAl2019Drvt,2019,Active Shallow Crust,rrup,mag,vs30,DRVT,Inter event Intra event Total,Bo2019Drvt,"Implements the duration model proposed by Bora et al., 2019 as described in Bora, S.S., Cotton, F., & Scherbaum, F. (2019). NGA-West2 empirical Fourier and duration models to generate adjustable response spectra.  Earthquake Spectra, 35(1), 61-93."
BozorgniaCampbell2016,BozorgniaCampbell2016,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016,Implements the BC15 GMPE by Bozorgnia & Campbell (2016) for vertical-component ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016AveQJapanSite,BozorgniaCampbell2016AveQJapanSite,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016AveQJapanSite,
BozorgniaCampbell2016AveQJapanSiteVH,BozorgniaCampbell2016AveQJapanSiteVH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016AveQJapanSiteVH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016HighQ,BozorgniaCampbell2016HighQ,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016HighQ,
BozorgniaCampbell2016HighQJapanSite,BozorgniaCampbell2016HighQJapanSite,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016HighQJapanSite,
BozorgniaCampbell2016HighQJapanSiteVH,BozorgniaCampbell2016HighQJapanSiteVH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016HighQJapanSiteVH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016HighQVH,BozorgniaCampbell2016HighQVH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016HighQVH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016LowQ,BozorgniaCampbell2016LowQ,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016LowQ,
BozorgniaCampbell2016LowQJapanSite,BozorgniaCampbell2016LowQJapanSite,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016LowQJapanSite,
BozorgniaCampbell2016LowQJapanSiteVH,BozorgniaCampbell2016LowQJapanSiteVH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016LowQJapanSiteVH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016LowQVH,BozorgniaCampbell2016LowQVH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016LowQVH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
BozorgniaCampbell2016VH,BozorgniaCampbell2016VH,2016,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,BC2016VH,Implements the GMPE by Bozorgnia & Campbell (2016) vertical-to-horizontal ratio for ground motions from the PEER NGA-West2 Project
Bradley2013,Bradley2013,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013,"Implements GMPE developed by Brendan Bradley for Active Shallow Crust Earthquakes for New Zealand, and published as ""A New Zealand-Specific Pseudospectral Acceleration Ground-Motion Prediction Equation for Active Shallow Crustal Earthquakes Based on Foreign Models"" (2013, Bulletin of the Seismological Society of America, Volume 103, No. 3, pages 1801-1822)."
Bradley2013AdditionalSigma,Bradley2013AdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013AdditionalSigma,"Extend :class:`Bradley2013LHC` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
Bradley2013LHC,Bradley2013LHC,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013LHC,Extend :class:`Bradley2013` to provide the model in terms of the larger of two as-recorded horizontal components. This definition is required by New Zealand building design standards.
Bradley2013Volc,Bradley2013Volc,2013,Volcanic,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013Volc,Extend :class:`Bradley2013` for earthquakes with paths across the Taupo Volcanic Zone (rtvz) that have increased anelastic attenuation.
Bradley2013VolcLHC,Bradley2013VolcLHC,2013,Volcanic,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013VolcLHC,Extend :class:`Bradley2013LHC` for earthquakes with paths across the Taupo Volcanic Zone (rtvz) that have increased anelastic attenuation.
Bradley2013bChchCBD,Bradley2013bChchCBD,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchCBD,"Implements GMPE developed by Brendon Bradley for Christchurch subregions, and published as: Bradley, B. (2013). ""Systematic ground motion observations in the Canterbury earthquakes and region-specific nonergodic empirical ground motion modelling"""" (2013), University of Canterbury Research Report 2013-03, Department of Civil Engineering, University of Canterbury, Christchurch, New Zealand."""
Bradley2013bChchCBDAdditionalSigma,Bradley2013bChchCBDAdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchCBDAdditionalSigma,"Extend :class:`Bradley2013ChchCBD` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
Bradley2013bChchEast,Bradley2013bChchEast,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchEast,Extend :class:`Bradley2013bChchCBD` to implement the 'eastern suburbs' dS2S model.
Bradley2013bChchEastAdditionalSigma,Bradley2013bChchEastAdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchEastAdditionalSigma,"Extend :class:`Bradley2013ChchEast` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
Bradley2013bChchMaps,Bradley2013bChchMaps,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,lat lon vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchMaps,"Implements GMPE developed by Brendon Bradley for Christchurch subregions, and published as """"Systematic ground motion observations in the Canterbury earthquakes and region-specific nonergodic empirical ground motion modelling"""" (2013), University of Canterbury Research Report 2013-03, Department of Civil Engineering, University of Canterbury, Christchurch, New Zealand."
Bradley2013bChchMapsAdditionalSigma,Bradley2013bChchMapsAdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,lat lon vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchMapsAdditionalSigma,"Extend :class:`Bradley2013ChchNorth` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
Bradley2013bChchNorth,Bradley2013bChchNorth,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchNorth,Extend :class:`Bradley2013bChchCBD` to implement the 'northern suburbs' dS2S model.
Bradley2013bChchNorthAdditionalSigma,Bradley2013bChchNorthAdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchNorthAdditionalSigma,"Extend :class:`Bradley2013ChchNorth` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
Bradley2013bChchWest,Bradley2013bChchWest,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchWest,Extend :class:`Bradley2013bChchCBD` to implement the 'extended western suburbs' dS2S model.
Bradley2013bChchWestAdditionalSigma,Bradley2013bChchWestAdditionalSigma,2013,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,B2013bChchWestAdditionalSigma,"Extend :class:`Bradley2013ChchWest` to implement the 'additional epistemic uncertainty' version of the model in: Gerstenberger, M., McVerry, G., Rhoades, D., Stirling, M. 2014. ""Seismic hazard modelling for the recovery of Christchurch"", Earthquake Spectra, 30(1), 17-29."
CB14BasinTerm,CB14BasinTerm,0,—,,,,,,,
CY14SiteTerm,CY14SiteTerm,0,—,,,,,,,
Campbell1997,Campbell1997,1997,Active Shallow Crust,rrup,mag rake,vs30,PGA,Total,C1997,"Implements GMPE (PGA) by Campbell, Kenneth W. ""Empirical near-source attenuation relationships for horizontal and vertical components of peak ground acceleration, peak ground velocity, and pseudo-absolute acceleration response spectra."" Seismological research letters 68.1 (1997): 154-179."
Campbell2003,Campbell2003,2003,Stable Shallow Crust,rrup,mag,,PGA SA,Total,C2003,"Implements GMPE developed by K.W Campbell and published as ""Prediction of Strong Ground Motion Using the Hybrid Empirical Method and Its Use in the Development of Ground Motion (Attenuation) Relations in Eastern North America"" (Bulletting of the Seismological Society of America, Volume 93, Number 3, pages 1012-1033, 2003). The class implements also the corrections given in the erratum (2004)."
Campbell2003MblgAB1987NSHMP2008,Campbell2003MblgAB1987NSHMP2008,2003,Stable Shallow Crust,rrup,mag,,PGA SA,Total,C2003MblgAB1987NSHMP2008,"Implement GMPE developed by Ken Campbell and described in ""Development of semi-empirical attenuation relationships for the CEUS"", U.S. Geological Survey, Award 01HQGR0011, final report."
Campbell2003MblgJ1996NSHMP2008,Campbell2003MblgJ1996NSHMP2008,2003,Stable Shallow Crust,rrup,mag,,PGA SA,Total,C2003MblgJ1996NSHMP2008,Extend :class:`Campbell2003MblgAB1987NSHMP2008` but uses Johnston 1996 equation for converting Mblg to Mw
Campbell2003MwNSHMP2008,Campbell2003MwNSHMP2008,2003,Stable Shallow Crust,rrup,mag,,PGA SA,Total,C2003MwNSHMP2008,"Extend :class:`Campbell2003MblgAB1987NSHMP2008` but assumes magnitude to be in Mw scale, so no converion is applied."
Campbell2003SHARE,Campbell2003SHARE,2003,Stable Shallow Crust,rrup,mag rake,,PGA SA,Total,C2003SHARE,Extends :class:`~openquake.hazardlib.gsim.campbell_2003.Campbell2003` and introduces adjustments for style of faulting and default rock soil conditions as needed by the SHARE (http://www.share-eu.org/) project.
CampbellBozorgnia2003,CampbellBozorgnia2003,2003,Active Shallow Crust,rjb rrup,dip mag rake,vs30,PGA SA,Total,CB2003,"Implements GMPE developed by Kenneth W. Campbell and Yousef Bozorgnia and published as ""Updated Near-Source Ground-Motion (Attenuation) Relations for the Horizontal and Vertical Components of Peak Ground Acceleration and Acceleration Response Spectra"", Bulletin of the Seismological Society of America, Vol. 93, No. 1, pp. 314-331, 2003."
CampbellBozorgnia2003NSHMP2007,CampbellBozorgnia2003NSHMP2007,2003,Active Shallow Crust,rjb rrup,dip mag rake,,PGA SA,Total,CB2003NSHMP2007,"Implements GMPE developed by Kenneth W. Campbell and Yousef Bozorgnia and published as ""Updated Near-Source Ground-Motion (Attenuation) Relations for the Horizontal and Vertical Components of Peak Ground Acceleration and Acceleration Responce Spectra"", Bulletin of the Seismological Society of America, Vol. 93, No. 1, pp. 314-331, 2003."
CampbellBozorgnia2003Vertical,CampbellBozorgnia2003Vertical,2003,Active Shallow Crust,rjb rrup,dip mag rake,vs30,PGA SA,Total,CB2003Vertical,
CampbellBozorgnia2008,CampbellBozorgnia2008,2008,Active Shallow Crust,rjb rrup,dip mag rake ztor,vs30 z2pt5,CAV PGA PGD PGV SA,Inter event Intra event Total,CB2008,"Implements GMPE developed by Kenneth W. Campbell and Yousef Bozorgnia, published as ""NGA Ground Motion Model for the Geometric Mean Horizontal Component of PGA, PGV, PGD and 5 % Damped Linear Elastic Response Spectra for Periods Ranging from 0.01 to 10s"" (2008, Earthquake Spectra, Volume 24, Number 1, pages 139 - 171). This class implements the model for the Geometric Mean of the elastic spectra. Included in the coefficient set are the coefficients for the Campbell & Bozorgnia (2010) GMPE for predicting Cumulative Absolute Velocity (CAV), published as ""A Ground Motion Prediction Equation for the Horizontal Component of Cumulative Absolute Velocity (CSV) Based on the PEER-NGA Strong Motion Database"" (2010, Earthquake Spectra, Volume 26, Number 3, 635 - 650)."
CampbellBozorgnia2008Arbitrary,CampbellBozorgnia2008Arbitrary,2008,Active Shallow Crust,rjb rrup,dip mag rake ztor,vs30 z2pt5,CAV PGA PGD PGV SA,Inter event Intra event Total,CB2008Arbitrary,"Implements the Campbell & Bozorgnia (2008) GMPE as modified to represent the arbitrary horizontal component of ground motion, instead of the Rotationally Independent Geometric Mean (GMRotI) originally defined in the paper."
CampbellBozorgnia2014,CampbellBozorgnia2014,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014,"Implements NGA-West 2 GMPE developed by Kenneth W. Campbell and Yousef Bozorgnia, published as ""NGA-West2 Ground Motion Model for the Average Horizontal Components of PGA, PGV, and 5 % Damped Linear Acceleration Response Spectra"" (2014, Earthquake Spectra, Volume 30, Number 3, pages 1087 - 1115)."
CampbellBozorgnia2014HighQ,CampbellBozorgnia2014HighQ,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014HighQ,
CampbellBozorgnia2014HighQJapanSite,CampbellBozorgnia2014HighQJapanSite,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014HighQJapanSite,
CampbellBozorgnia2014JapanSite,CampbellBozorgnia2014JapanSite,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014JapanSite,
CampbellBozorgnia2014LowQ,CampbellBozorgnia2014LowQ,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014LowQ,
CampbellBozorgnia2014LowQJapanSite,CampbellBozorgnia2014LowQJapanSite,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014LowQJapanSite,
CampbellBozorgnia2014NSHMPLower,CampbellBozorgnia2014NSHMPLower,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014NSHMPLower,
CampbellBozorgnia2014NSHMPMean,CampbellBozorgnia2014NSHMPMean,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014NSHMPMean,
CampbellBozorgnia2014NSHMPUpper,CampbellBozorgnia2014NSHMPUpper,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2014NSHMPUpper,
CampbellBozorgnia2019,CampbellBozorgnia2019,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019,
CampbellBozorgnia2019HighQ,CampbellBozorgnia2019HighQ,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019HighQ,
CampbellBozorgnia2019HighQJapanSite,CampbellBozorgnia2019HighQJapanSite,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019HighQJapanSite,
CampbellBozorgnia2019JapanSite,CampbellBozorgnia2019JapanSite,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019JapanSite,
CampbellBozorgnia2019LowQ,CampbellBozorgnia2019LowQ,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019LowQ,
CampbellBozorgnia2019LowQJapanSite,CampbellBozorgnia2019LowQJapanSite,2019,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30 z2pt5,CAV IA PGA PGV SA,Inter event Intra event Total,CB2019LowQJapanSite,
